mode	source	before_text	after_text	delta	same_code	status
xy16	examples/snes/corpus/newton_sim.c	2564	2564	0	True	ok
xy16	examples/snes/corpus/nmitally_sim.c	817	817	0	True	ok
xy16	examples/snes/corpus/nrecip_sim.c	775	775	0	True	ok
xy16	examples/snes/corpus/oddmask_sim.c	1206	1206	0	True	ok
xy16	examples/snes/corpus/ovmatrix_sim.c	9288	9288	0	True	ok
xy16	examples/snes/corpus/ovmove_sim.c	474	474	0	True	ok
xy16	examples/snes/corpus/packrec_sim.c	1813	1813	0	True	ok
xy16	examples/snes/corpus/pcooker_sim.c	1485	1485	0	True	ok
xy16	examples/snes/corpus/percol_sim.c	1423	1423	0	True	ok
xy16	examples/snes/corpus/perlin_sim.c	2570	2570	0	True	ok
xy16	examples/snes/corpus/permscat_sim.c	544	544	0	True	ok
xy16	examples/snes/corpus/pi_sim.c	958	958	0	True	ok
xy16	examples/snes/corpus/plyoracle_sim.c	1294	1294	0	True	ok
xy16	examples/snes/corpus/polyfill_sim.c	1512	1512	0	True	ok
xy16	examples/snes/corpus/poolfx_sim.c	978	978	0	True	ok
xy16	examples/snes/corpus/qsortviz_sim.c	532	532	0	True	ok
xy16	examples/snes/corpus/radix_sim.c	724	724	0	True	ok
xy16	examples/snes/corpus/rangecode_sim.c	780	780	0	True	ok
xy16	examples/snes/corpus/raycaster_sim.c	1464	1464	0	True	ok
xy16	examples/snes/corpus/rdiff_sim.c	1928	1928	0	True	ok
xy16	examples/snes/corpus/retryjmp_sim.c	1189	1189	0	True	ok
xy16	examples/snes/corpus/ropeedit_sim.c	803	803	0	True	ok
xy16	examples/snes/corpus/rotkal_sim.c	385	385	0	True	ok
xy16	examples/snes/corpus/rotozoom_sim.c	1321	1321	0	True	ok
xy16	examples/snes/corpus/rotslab_sim.c	701	701	0	True	ok
xy16	examples/snes/corpus/satcast_sim.c	918	918	0	True	ok
xy16	examples/snes/corpus/satcomet_sim.c	397	397	0	True	ok
xy16	examples/snes/corpus/sbitfld_sim.c	1188	1188	0	True	ok
xy16	examples/snes/corpus/scopeguard_sim.c	449	449	0	True	ok
xy16	examples/snes/corpus/seqvm_sim.c	729	729	0	True	ok
xy16	examples/snes/corpus/setjmp_sim.c	65	65	0	True	ok
xy16	examples/snes/corpus/smulorbit_sim.c	644	644	0	True	ok
xy16	examples/snes/corpus/sobel_sim.c	1564	1564	0	True	ok
xy16	examples/snes/corpus/sodo_sim.c	376	376	0	True	ok
xy16	examples/snes/corpus/sort-race_sim.c	4026	4026	0	True	ok
xy16	examples/snes/corpus/spaceship_sim.c	1255	1255	0	True	ok
xy16	examples/snes/corpus/speedcap_sim.c	1410	1410	0	True	ok
xy16	examples/snes/corpus/spiro_ctrl_sim.c	1737	1737	0	True	ok
xy16	examples/snes/corpus/spiro_sim.c	2483	2483	0	True	ok
xy16	examples/snes/corpus/strcmprace_sim.c	2289	2289	0	True	ok
xy16	examples/snes/corpus/structs.c	129	129	0	True	ok
xy16	examples/snes/corpus/tea_sim.c	1072	1072	0	True	ok
xy16	examples/snes/corpus/trapguard_sim.c	1312	1312	0	True	ok
xy16	examples/snes/corpus/trimerge_sim.c	3805	3805	0	True	ok
xy16	examples/snes/corpus/truchet_sim.c	858	858	0	True	ok
xy16	examples/snes/corpus/truncstair_sim.c	261	261	0	True	ok
xy16	examples/snes/corpus/turtle-vm_sim.c	2436	2436	0	True	ok
xy16	examples/snes/corpus/uarteye_sim.c	281	281	0	True	ok
xy16	examples/snes/corpus/ucmprank_sim.c	1352	1352	0	True	ok
xy16	examples/snes/corpus/ulam_sim.c	362	362	0	True	ok
xy16	examples/snes/corpus/vaprintf_sim.c	1301	1301	0	True	ok
xy16	examples/snes/corpus/vlanest_sim.c	2473	2473	0	True	ok
xy16	examples/snes/corpus/vlastack_sim.c	1756	1756	0	True	ok
xy16	examples/snes/corpus/wire3d_ctrl_sim.c	1899	1899	0	True	ok
xy16	examples/snes/corpus/wire3d_sim.c	2536	2536	0	True	ok
xy16	examples/snes/cosmzoom.c	10891	10891	0	True	ok
xy16	examples/snes/cpu6502.c	14605	14605	0	True	ok
xy16	examples/snes/crctex.c	9208	9208	0	True	ok
xy16	examples/snes/crcwall.c	9577	9577	0	True	ok
xy16	examples/snes/critters.c	10549	10549	0	True	ok
xy16	examples/snes/csrjmp.c	12665	12665	0	True	ok
xy16	examples/snes/dblbridge.c	11620	11620	0	True	ok
xy16	examples/snes/dctbloom.c	11135	11135	0	True	ok
xy16	examples/snes/dhmix.c	14417	14417	0	True	ok
xy16	examples/snes/disbits.c	9016	9016	0	True	ok
xy16	examples/snes/dither.c	11164	11164	0	True	ok
xy16	examples/snes/divclock.c	12066	12066	0	True	ok
xy16	examples/snes/domcol.c	11222	11222	0	True	ok
xy16	examples/snes/doom-fire.c	8365	8365	0	True	ok
xy16	examples/snes/double-pendulum.c	10795	10795	0	True	ok
xy16	examples/snes/dpbank.c	11887	11887	0	True	ok
xy16	examples/snes/duff.c	9376	9376	0	True	ok
xy16	examples/snes/editdist.c	11045	11045	0	True	ok
xy16	examples/snes/epicycles.c	14258	14258	0	True	ok
xy16	examples/snes/fabsridge.c	9294	9294	0	True	ok
xy16	examples/snes/factorial.c	10465	10465	0	True	ok
xy16	examples/snes/farptrcmp.c	10120	10120	0	True	ok
xy16	examples/snes/farspill.c	10579	10579	0	True	ok
xy16	examples/snes/fenwick.c	9922	9922	0	True	ok
xy16	examples/snes/fft.c	10856	10856	0	True	ok
xy16	examples/snes/fn-plot.c	12133	12133	0	True	ok
xy16	examples/snes/funnelkal.c	11015	11015	0	True	ok
xy16	examples/snes/gf256.c	9776	9776	0	True	ok
xy16	examples/snes/gouraud.c	16766	16766	0	True	ok
xy16	examples/snes/grid3d.c	12713	12713	0	True	ok
xy16	examples/snes/harmonograph.c	10984	10984	0	True	ok
xy16	examples/snes/hdr-bloom.c	9007	9007	0	True	ok
xy16	examples/snes/hello.c	120	120	0	True	ok
xy16	examples/snes/hilbert.c	12221	12221	0	True	ok
xy16	examples/snes/huffman.c	9792	9792	0	True	ok
xy16	examples/snes/hull.c	14670	14670	0	True	ok
xy16	examples/snes/iir-scope.c	10922	10922	0	True	ok
xy16	examples/snes/invaders.c	13848	13848	0	True	ok
xy16	examples/snes/irqgate.c	12002	12002	0	True	ok
xy16	examples/snes/isrbracket.c	11031	11031	0	True	ok
xy16	examples/snes/jt256.c	16120	16120	0	True	ok
xy16	examples/snes/jtedge.c	19012	19012	0	True	ok
xy16	examples/snes/jtsparse.c	12601	12601	0	True	ok
xy16	examples/snes/julia.c	5004	5004	0	True	ok
xy16	examples/snes/keycmp64.c	11088	11088	0	True	ok
xy16	examples/snes/lfsr2.c	9841	9841	0	True	ok
xy16	examples/snes/life.c	9634	9634	0	True	ok
xy16	examples/snes/llabs64.c	11255	11255	0	True	ok
xy16	examples/snes/lsystem.c	11380	11380	0	True	ok
xy16	examples/snes/lzdec.c	9596	9596	0	True	ok
xy16	examples/snes/lzss-gallery.c	22543	22543	0	True	ok
xy16	examples/snes/mandel-display.c	4595	4595	0	True	ok
xy16	examples/snes/mandel-double.c	7398	7398	0	True	ok
xy16	examples/snes/mandel-float.c	5394	5394	0	True	ok
xy16	examples/snes/mandel-oop.c	6296	6296	0	True	ok
xy16	examples/snes/matcascade.c	12966	12966	0	True	ok
xy16	examples/snes/maze.c	13618	13618	0	True	ok
xy16	examples/snes/medfilt.c	10576	10576	0	True	ok
xy16	examples/snes/metaball.c	9946	9946	0	True	ok
xy16	examples/snes/mixedwidth.c	9460	9460	0	True	ok
xy16	examples/snes/modethread.c	9582	9582	0	True	ok
xy16	examples/snes/modexp256.c	12518	12518	0	True	ok
xy16	examples/snes/montorbit.c	11017	11017	0	True	ok
xy16	examples/snes/msquares.c	16527	16527	0	True	ok
xy16	examples/snes/mulov64.c	16601	16601	0	True	ok
xy16	examples/snes/multibase.c	10713	10713	0	True	ok
xy16	examples/snes/mvscrl.c	10825	10825	0	True	ok
xy16	examples/snes/n-body.c	13625	13625	0	True	ok
xy16	examples/snes/newton.c	11263	11263	0	True	ok
xy16	examples/snes/nmitally.c	9925	9925	0	True	ok
xy16	examples/snes/nrecip.c	10012	10012	0	True	ok
xy16	examples/snes/oddmask.c	11014	11014	0	True	ok
xy16	examples/snes/ovmatrix.c	19467	19467	0	True	ok
xy16	examples/snes/ovmove.c	9648	9648	0	True	ok
xy16	examples/snes/packrec.c	11769	11769	0	True	ok
xy16	examples/snes/pcooker.c	11062	11062	0	True	ok
xy16	examples/snes/percol.c	10912	10912	0	True	ok
xy16	examples/snes/perlin.c	11856	11856	0	True	ok
xy16	examples/snes/permscat.c	9665	9665	0	True	ok
xy16	examples/snes/plyoracle.c	12219	12219	0	True	ok
xy16	examples/snes/polyfill.c	12949	12949	0	True	ok
xy16	examples/snes/poolfx.c	10373	10373	0	True	ok
xy16	examples/snes/qsortviz.c	11276	11276	0	True	ok
xy16	examples/snes/radix.c	9820	9820	0	True	ok
xy16	examples/snes/rangecode.c	11366	11366	0	True	ok
xy16	examples/snes/raycaster.c	12137	12137	0	True	ok
xy16	examples/snes/rdiff.c	10891	10891	0	True	ok
xy16	examples/snes/retryjmp.c	11821	11821	0	True	ok
xy16	examples/snes/ropeedit.c	10767	10767	0	True	ok
xy16	examples/snes/rotkal.c	9790	9790	0	True	ok
xy16	examples/snes/rotozoom.c	11284	11284	0	True	ok
xy16	examples/snes/rotslab.c	9895	9895	0	True	ok
xy16	examples/snes/satcast.c	10656	10656	0	True	ok
xy16	examples/snes/satcomet.c	9315	9315	0	True	ok
xy16	examples/snes/sbitfld.c	10801	10801	0	True	ok
xy16	examples/snes/scopeguard.c	10926	10926	0	True	ok
xy16	examples/snes/seamdemo.c	20754	20754	0	True	ok
xy16	examples/snes/seqvm.c	10183	10183	0	True	ok
xy16	examples/snes/shift64seam.c	10685	10685	0	True	ok
xy16	examples/snes/smulorbit.c	10367	10367	0	True	ok
xy16	examples/snes/snes-video-codec-bench.c	204	204	0	True	ok
xy16	examples/snes/snes-video-codec.c	8853	8853	0	True	ok
xy16	examples/snes/snes-video-dma.c	488	488	0	True	ok
xy16	examples/snes/snes-video-reel.c	8837	8837	0	True	ok
xy16	examples/snes/snes-video-stream.c	1255	1255	0	True	ok
xy16	examples/snes/sobel.c	11275	11275	0	True	ok
xy16	examples/snes/sodo.c	9275	9275	0	True	ok
xy16	examples/snes/sort-race.c	14663	14663	0	True	ok
xy16	examples/snes/spaceship.c	11404	11404	0	True	ok
xy16	examples/snes/speedcap.c	11991	11991	0	True	ok
xy16	examples/snes/spigot.c	14020	14020	0	True	ok
xy16	examples/snes/spirograph.c	14948	14948	0	True	ok
xy16	examples/snes/strcmprace.c	12179	12179	0	True	ok
xy16	examples/snes/tea.c	11275	11275	0	True	ok
xy16	examples/snes/trapguard.c	12452	12452	0	True	ok
xy16	examples/snes/trimerge.c	14583	14583	0	True	ok
xy16	examples/snes/truchet.c	11991	11991	0	True	ok
xy16	examples/snes/truncstair.c	10604	10604	0	True	ok
xy16	examples/snes/turtle-vm.c	11616	11616	0	True	ok
xy16	examples/snes/uarteye.c	9782	9782	0	True	ok
xy16	examples/snes/ucmprank.c	11014	11014	0	True	ok
xy16	examples/snes/ulam.c	10338	10338	0	True	ok
xy16	examples/snes/vaprintf.c	11791	11791	0	True	ok
xy16	examples/snes/vlanest.c	12847	12847	0	True	ok
xy16	examples/snes/vlastack.c	11485	11485	0	True	ok
xy16	examples/snes/wireframe.c	15169	15169	0	True	ok
